source_name,rss_url,domain,category,tier,tier_label,authority,reachability,already_in_docuaction,reason
Tech Republic,https://www.techrepublic.com/rssfeeds/articles/,techrepublic.com,General,8,Tier 8 Unknown/Low Value,40,active,False,regional/unknown tier — manual review; authority below medium
InformationWeek,https://www.informationweek.com/rss_simple.asp,informationweek.com,General,8,Tier 8 Unknown/Low Value,40,blocked,False,regional/unknown tier — manual review; feed blocks bots (verify active); authority below medium
ZD Net UK,https://www.zdnet.com/topic/networking/rss.xml,zdnet.com,General,8,Tier 8 Unknown/Low Value,40,active,False,regional/unknown tier — manual review; authority below medium
The Register,https://www.theregister.com/headlines.atom,theregister.com,General,8,Tier 8 Unknown/Low Value,40,active,False,regional/unknown tier — manual review; authority below medium
Ars UK,https://arstechnica.co.uk/feed/,arstechnica.co.uk,General,8,Tier 8 Unknown/Low Value,40,active,False,regional/unknown tier — manual review; authority below medium
Hot Hardware,https://hothardware.com/rss/news.aspx,hothardware.com,General,8,Tier 8 Unknown/Low Value,40,active,False,regional/unknown tier — manual review; authority below medium
Extreme Tech,https://www.extremetech.com/feed,extremetech.com,General,8,Tier 8 Unknown/Low Value,40,blocked,False,regional/unknown tier — manual review; feed blocks bots (verify active); authority below medium
Bleeping Computer,https://www.bleepingcomputer.com/feed/,bleepingcomputer.com,General,8,Tier 8 Unknown/Low Value,40,active,False,regional/unknown tier — manual review; authority below medium
Krebs on Security,https://krebsonsecurity.com/feed/,krebsonsecurity.com,General,8,Tier 8 Unknown/Low Value,40,active,False,regional/unknown tier — manual review; authority below medium
Threatpost,https://threatpost.com/feed/,threatpost.com,General,8,Tier 8 Unknown/Low Value,40,active,False,regional/unknown tier — manual review; authority below medium
The Record,https://therecord.media/feed,therecord.media,General,8,Tier 8 Unknown/Low Value,40,active,False,regional/unknown tier — manual review; authority below medium
CyberWire,https://thecyberwire.com/feeds/rss.xml,thecyberwire.com,General,8,Tier 8 Unknown/Low Value,40,active,False,regional/unknown tier — manual review; authority below medium
Lawfare,https://www.lawfaremedia.org/feed,lawfaremedia.org,General,8,Tier 8 Unknown/Low Value,40,blocked,False,regional/unknown tier — manual review; feed blocks bots (verify active); authority below medium
Above the Law,https://abovethelaw.com/feed/,abovethelaw.com,General,8,Tier 8 Unknown/Low Value,40,active,False,regional/unknown tier — manual review; authority below medium
JD Supra FCC,https://www.jdsupra.com/topics/fcc/rss/,jdsupra.com,General,8,Tier 8 Unknown/Low Value,40,active,False,regional/unknown tier — manual review; authority below medium
Lexology Telecom,https://www.lexology.com/rss/latest?topic=telecom,lexology.com,General,8,Tier 8 Unknown/Low Value,40,blocked,False,regional/unknown tier — manual review; feed blocks bots (verify active); authority below medium
Inside Privacy,https://www.insideprivacy.com/feed/,insideprivacy.com,General,8,Tier 8 Unknown/Low Value,40,active,False,regional/unknown tier — manual review; authority below medium
Future of Privacy Forum,https://fpf.org/feed/,fpf.org,General,8,Tier 8 Unknown/Low Value,40,active,False,regional/unknown tier — manual review; authority below medium
CDT,https://cdt.org/feed/,cdt.org,General,8,Tier 8 Unknown/Low Value,40,active,False,regional/unknown tier — manual review; authority below medium
Media Alliance,https://www.media-alliance.org/feed/,media-alliance.org,General,8,Tier 8 Unknown/Low Value,40,active,False,regional/unknown tier — manual review; authority below medium
Common Cause,https://www.commoncause.org/feed/,commoncause.org,General,8,Tier 8 Unknown/Low Value,40,active,False,regional/unknown tier — manual review; authority below medium
Consumer Reports Tech,https://www.consumerreports.org/cro/news/index.htm,consumerreports.org,General,8,Tier 8 Unknown/Low Value,40,active,False,regional/unknown tier — manual review; authority below medium
USAC,https://www.usac.org/rss/,usac.org,General,8,Tier 8 Unknown/Low Value,40,active,False,regional/unknown tier — manual review; authority below medium
RUS USDA,https://www.rd.usda.gov/rss/updates,rd.usda.gov,General,8,Tier 8 Unknown/Low Value,40,blocked,False,regional/unknown tier — manual review; feed blocks bots (verify active); authority below medium
Telecom Policy,https://telepolicyblog.wordpress.com/feed/,telepolicyblog.wordpress.com,General,8,Tier 8 Unknown/Low Value,40,active,False,regional/unknown tier — manual review; authority below medium
Technology Liberation Front,https://techliberation.com/feed/,techliberation.com,General,8,Tier 8 Unknown/Low Value,40,active,False,regional/unknown tier — manual review; authority below medium
Truth on the Market,https://truthonthemarket.com/feed/,truthonthemarket.com,General,8,Tier 8 Unknown/Low Value,40,active,False,regional/unknown tier — manual review; authority below medium
Competition Policy Intl,https://www.competitionpolicyinternational.com/feed/,competitionpolicyinternational.com,General,8,Tier 8 Unknown/Low Value,40,active,False,regional/unknown tier — manual review; authority below medium
The Atlantic Tech,https://www.theatlantic.com/feed/channel/technology/,theatlantic.com,General,8,Tier 8 Unknown/Low Value,40,active,False,regional/unknown tier — manual review; authority below medium
Salon Tech,https://www.salon.com/topic/tech/feed,salon.com,General,8,Tier 8 Unknown/Low Value,40,active,False,regional/unknown tier — manual review; authority below medium
Vox Tech,https://www.vox.com/rss/technology/index.xml,vox.com,General,8,Tier 8 Unknown/Low Value,40,active,False,regional/unknown tier — manual review; authority below medium
Medium Tech Policy,https://medium.com/feed/topic/technology,medium.com,General,8,Tier 8 Unknown/Low Value,40,active,False,regional/unknown tier — manual review; authority below medium
Substack Broadband,https://broadbandbreakfast.substack.com/feed,broadbandbreakfast.substack.com,General,8,Tier 8 Unknown/Low Value,40,blocked,False,regional/unknown tier — manual review; feed blocks bots (verify active); authority below medium
Heritage Foundation Tech,https://www.heritage.org/technology/rss,heritage.org,Policy/Legal,3,Tier 3 Telecom/Broadband/Wireless Trade,80,blocked,False,feed blocks bots (verify active)
Mercatus Center Tech,https://www.mercatus.org/rss/technology,mercatus.org,Policy/Legal,3,Tier 3 Telecom/Broadband/Wireless Trade,80,blocked,False,feed blocks bots (verify active)
5G Americas,https://www.5gamericas.org/feed/,5gamericas.org,Major News/Wire,2,Tier 2 National Media,92,blocked,False,feed blocks bots (verify active)
AI Policy Weekly,https://aipolicyweekly.substack.com/feed,aipolicyweekly.substack.com,AI/ML,4,Tier 4 Technology Publications,76,blocked,False,feed blocks bots (verify active)
Government AI,https://www.govloop.com/topic/artificial-intelligence/feed/,govloop.com,AI/ML,4,Tier 4 Technology Publications,76,blocked,False,feed blocks bots (verify active)
The Information,https://www.theinformation.com/feed,theinformation.com,Policy/Legal,3,Tier 3 Telecom/Broadband/Wireless Trade,80,blocked,False,feed blocks bots (verify active)
RadioInfo,https://www.radioinfo.com.au/rss.xml,radioinfo.com.au,Broadcast/Radio,5,Tier 5 Broadcast News Websites,72,blocked,False,feed blocks bots (verify active)
Ericsson Blog,https://www.ericsson.com/en/blog/rss,ericsson.com,Major News/Wire,2,Tier 2 National Media,92,blocked,False,feed blocks bots (verify active)
T-Mobile Newsroom,https://www.t-mobile.com/news/rss.xml,t-mobile.com,Major News/Wire,2,Tier 2 National Media,92,blocked,False,feed blocks bots (verify active)
AT&T Newsroom,https://about.att.com/innovation/rss,about.att.com,Major News/Wire,2,Tier 2 National Media,92,blocked,False,feed blocks bots (verify active)
NATE Tower Association,https://www.natehome.com/feed/,natehome.com,Major News/Wire,2,Tier 2 National Media,92,blocked,False,feed blocks bots (verify active)
AP - Science Tech,https://rsshub.app/apnews/topics/science,rsshub.app,Major News/Wire,2,Tier 2 National Media,92,blocked,False,feed blocks bots (verify active)
Chicago Tribune,https://www.chicagotribune.com/feed/,chicagotribune.com,General,8,Tier 8 Unknown/Low Value,40,blocked,False,regional/unknown tier — manual review; feed blocks bots (verify active); authority below medium
Los Angeles Times,https://www.latimes.com/local/rss2.0.xml,latimes.com,General,8,Tier 8 Unknown/Low Value,40,active,False,regional/unknown tier — manual review; authority below medium
USA Today (Top Stories),https://rssfeeds.usatoday.com/usatoday-NewsTopStories,rssfeeds.usatoday.com,General,8,Tier 8 Unknown/Low Value,40,active,False,regional/unknown tier — manual review; authority below medium
Baltimore Sun,https://www.baltimoresun.com/arcio/rss/,baltimoresun.com,General,8,Tier 8 Unknown/Low Value,40,blocked,False,regional/unknown tier — manual review; feed blocks bots (verify active); authority below medium
Boston Herald,https://www.bostonherald.com/feed/,bostonherald.com,General,8,Tier 8 Unknown/Low Value,40,blocked,False,regional/unknown tier — manual review; feed blocks bots (verify active); authority below medium
Chicago Sun-Times,https://chicago.suntimes.com/rss/index.xml,chicago.suntimes.com,General,8,Tier 8 Unknown/Low Value,40,active,False,regional/unknown tier — manual review; authority below medium
Cleveland Plain Dealer,https://www.cleveland.com/arc/outboundfeeds/rss/,cleveland.com,General,8,Tier 8 Unknown/Low Value,40,active,False,regional/unknown tier — manual review; authority below medium
Minneapolis Star Tribune,https://www.startribune.com/local/rss,startribune.com,General,8,Tier 8 Unknown/Low Value,40,blocked,False,regional/unknown tier — manual review; feed blocks bots (verify active); authority below medium
NY Daily News,https://www.nydailynews.com/arc/outboundfeeds/rss/,nydailynews.com,General,8,Tier 8 Unknown/Low Value,40,blocked,False,regional/unknown tier — manual review; feed blocks bots (verify active); authority below medium
New York Post,https://nypost.com/feed/,nypost.com,General,8,Tier 8 Unknown/Low Value,40,active,False,regional/unknown tier — manual review; authority below medium
NJ.com,https://www.nj.com/arc/outboundfeeds/rss/,nj.com,General,8,Tier 8 Unknown/Low Value,40,active,False,regional/unknown tier — manual review; authority below medium
Oregonian,https://www.oregonlive.com/arc/outboundfeeds/rss/,oregonlive.com,General,8,Tier 8 Unknown/Low Value,40,active,False,regional/unknown tier — manual review; authority below medium
Pittsburgh Post-Gazette,https://www.post-gazette.com/rss/homepage,post-gazette.com,General,8,Tier 8 Unknown/Low Value,40,active,False,regional/unknown tier — manual review; authority below medium
San Jose Mercury News,https://www.mercurynews.com/arc/outboundfeeds/rss/,mercurynews.com,General,8,Tier 8 Unknown/Low Value,40,blocked,False,regional/unknown tier — manual review; feed blocks bots (verify active); authority below medium
Seattle Times,https://www.seattletimes.com/feed/,seattletimes.com,General,8,Tier 8 Unknown/Low Value,40,active,False,regional/unknown tier — manual review; authority below medium
Washington Times,https://www.washingtontimes.com/rss/headlines/news/,washingtontimes.com,General,8,Tier 8 Unknown/Low Value,40,active,False,regional/unknown tier — manual review; authority below medium
Economist Tech,https://www.economist.com/technology/rss.xml,economist.com,General,8,Tier 8 Unknown/Low Value,40,blocked,False,regional/unknown tier — manual review; feed blocks bots (verify active); authority below medium
Fierce Cable,https://www.fiercecable.com/rss/xml,fiercecable.com,General,8,Tier 8 Unknown/Low Value,40,blocked,False,regional/unknown tier — manual review; feed blocks bots (verify active); authority below medium
Fierce Telecom,https://www.fiercetelecom.com/rss/xml,fiercetelecom.com,General,8,Tier 8 Unknown/Low Value,40,blocked,False,regional/unknown tier — manual review; feed blocks bots (verify active); authority below medium
Hollywood Reporter,https://www.hollywoodreporter.com/feed/,hollywoodreporter.com,General,8,Tier 8 Unknown/Low Value,40,active,False,regional/unknown tier — manual review; authority below medium
Roll Call,https://rollcall.com/feed/,rollcall.com,General,8,Tier 8 Unknown/Low Value,40,active,False,regional/unknown tier — manual review; authority below medium
The Wrap,https://www.thewrap.com/feed/,thewrap.com,General,8,Tier 8 Unknown/Low Value,40,active,False,regional/unknown tier — manual review; authority below medium
Fast Company,https://www.fastcompany.com/latest/rss?x=1,fastcompany.com,General,8,Tier 8 Unknown/Low Value,40,active,False,regional/unknown tier — manual review; authority below medium
Democracy Now,https://www.democracynow.org/democracynow.rss,democracynow.org,General,8,Tier 8 Unknown/Low Value,40,active,False,regional/unknown tier — manual review; authority below medium
DSLReports,https://www.dslreports.com/rss,dslreports.com,General,8,Tier 8 Unknown/Low Value,40,other,False,regional/unknown tier — manual review; authority below medium
AL - Anniston Star,https://www.annistonstar.com/search/?f=rss&t=article&l=50&s=start_time&sd=desc,annistonstar.com,Regional,6,Tier 6 Regional Newspapers,50,blocked,False,regional/unknown tier — manual review; feed blocks bots (verify active); authority below medium
AL - Decatur Daily,https://www.decaturdaily.com/search/?f=rss&t=article&l=50&s=start_time&sd=desc,decaturdaily.com,Regional,6,Tier 6 Regional Newspapers,50,active,False,regional/unknown tier — manual review; authority below medium
AL - Dothan Eagle,https://www.dothaneagle.com/search/?f=rss&t=article&l=50&s=start_time&sd=desc,dothaneagle.com,Regional,6,Tier 6 Regional Newspapers,50,blocked,False,regional/unknown tier — manual review; feed blocks bots (verify active); authority below medium
AL - Gadsden Times,https://www.gadsdentimes.com/search/?f=rss&t=article&l=50&s=start_time&sd=desc,gadsdentimes.com,Regional,6,Tier 6 Regional Newspapers,50,blocked,False,regional/unknown tier — manual review; feed blocks bots (verify active); authority below medium
AL - Florence Times Daily,https://www.timesdaily.com/search/?f=rss&t=article&l=50&s=start_time&sd=desc,timesdaily.com,Regional,6,Tier 6 Regional Newspapers,50,active,False,regional/unknown tier — manual review; authority below medium
AK - Fairbanks Daily News-Miner,https://www.newsminer.com/search/?f=rss&t=article&l=50&s=start_time&sd=desc,newsminer.com,Regional,6,Tier 6 Regional Newspapers,50,active,False,regional/unknown tier — manual review; authority below medium
AK - Kodiak Daily Mirror,https://www.kodiakdailymirror.com/search/?f=rss&t=article&l=50,kodiakdailymirror.com,Regional,6,Tier 6 Regional Newspapers,50,blocked,False,regional/unknown tier — manual review; feed blocks bots (verify active); authority below medium
AZ - Arizona Daily Star,https://tucson.com/search/?f=rss&t=article&l=50&s=start_time&sd=desc,tucson.com,Regional,6,Tier 6 Regional Newspapers,50,active,False,regional/unknown tier — manual review; authority below medium
AZ - Arizona Daily Sun,https://azdailysun.com/search/?f=rss&t=article&l=50,azdailysun.com,Regional,6,Tier 6 Regional Newspapers,50,blocked,False,regional/unknown tier — manual review; feed blocks bots (verify active); authority below medium
AZ - Yuma Sun,https://www.yumasun.com/search/?f=rss&t=article&l=50,yumasun.com,Regional,6,Tier 6 Regional Newspapers,50,blocked,False,regional/unknown tier — manual review; feed blocks bots (verify active); authority below medium
AZ - Casa Grande Dispatch,https://www.pinalcentral.com/search/?f=rss&t=article&l=50,pinalcentral.com,Regional,6,Tier 6 Regional Newspapers,50,blocked,False,regional/unknown tier — manual review; feed blocks bots (verify active); authority below medium
AZ - Arizona Capitol Times,https://azcapitoltimes.com/feed/,azcapitoltimes.com,Regional,6,Tier 6 Regional Newspapers,50,active,False,regional/unknown tier — manual review; authority below medium
AR - Jonesboro Sun,https://www.jonesborosun.com/search/?f=rss&t=article&l=50,jonesborosun.com,Regional,6,Tier 6 Regional Newspapers,50,active,False,regional/unknown tier — manual review; authority below medium
AR - Arkansas Times,https://arktimes.com/feed/,arktimes.com,Regional,6,Tier 6 Regional Newspapers,50,blocked,False,regional/unknown tier — manual review; feed blocks bots (verify active); authority below medium
AR - El Dorado News-Times,https://www.eldoradonews.com/search/?f=rss&t=article&l=50,eldoradonews.com,Regional,6,Tier 6 Regional Newspapers,50,active,False,regional/unknown tier — manual review; authority below medium
AR - Fort Smith Times Record,https://www.swtimes.com/search/?f=rss&t=article&l=50,swtimes.com,Regional,6,Tier 6 Regional Newspapers,50,blocked,False,regional/unknown tier — manual review; feed blocks bots (verify active); authority below medium
AR - Pine Bluff Commercial,https://www.pbcommercial.com/search/?f=rss&t=article&l=50,pbcommercial.com,Regional,6,Tier 6 Regional Newspapers,50,active,False,regional/unknown tier — manual review; authority below medium
CA - Los Angeles Times,https://www.latimes.com/rss2.0.xml,latimes.com,Regional,6,Tier 6 Regional Newspapers,50,active,False,regional/unknown tier — manual review; authority below medium
CA - San Jose Mercury News,https://www.mercurynews.com/feed/,mercurynews.com,Regional,6,Tier 6 Regional Newspapers,50,blocked,False,regional/unknown tier — manual review; feed blocks bots (verify active); authority below medium
CA - San Diego Union-Tribune,https://www.sandiegouniontribune.com/rss/,sandiegouniontribune.com,Regional,6,Tier 6 Regional Newspapers,50,blocked,False,regional/unknown tier — manual review; feed blocks bots (verify active); authority below medium
CA - Orange County Register,https://www.ocregister.com/feed/,ocregister.com,Regional,6,Tier 6 Regional Newspapers,50,blocked,False,regional/unknown tier — manual review; feed blocks bots (verify active); authority below medium
CA - Long Beach Press-Telegram,https://www.presstelegram.com/feed/,presstelegram.com,Regional,6,Tier 6 Regional Newspapers,50,blocked,False,regional/unknown tier — manual review; feed blocks bots (verify active); authority below medium
CA - San Bernardino Sun,https://www.sbsun.com/feed/,sbsun.com,Regional,6,Tier 6 Regional Newspapers,50,blocked,False,regional/unknown tier — manual review; feed blocks bots (verify active); authority below medium
CA - Pasadena Star-News,https://www.pasadenastarnews.com/feed/,pasadenastarnews.com,Regional,6,Tier 6 Regional Newspapers,50,blocked,False,regional/unknown tier — manual review; feed blocks bots (verify active); authority below medium
CA - Bakersfield Californian,https://www.bakersfield.com/search/?f=rss&t=article&l=50,bakersfield.com,Regional,6,Tier 6 Regional Newspapers,50,blocked,False,regional/unknown tier — manual review; feed blocks bots (verify active); authority below medium
CA - Santa Cruz Sentinel,https://www.santacruzsentinel.com/feed/,santacruzsentinel.com,Regional,6,Tier 6 Regional Newspapers,50,blocked,False,regional/unknown tier — manual review; feed blocks bots (verify active); authority below medium
CA - Monterey Herald,https://www.montereyherald.com/feed/,montereyherald.com,Regional,6,Tier 6 Regional Newspapers,50,blocked,False,regional/unknown tier — manual review; feed blocks bots (verify active); authority below medium
CA - Daily Breeze,https://www.dailybreeze.com/feed/,dailybreeze.com,Regional,6,Tier 6 Regional Newspapers,50,blocked,False,regional/unknown tier — manual review; feed blocks bots (verify active); authority below medium
CA - San Gabriel Valley Tribune,https://www.sgvtribune.com/feed/,sgvtribune.com,Regional,6,Tier 6 Regional Newspapers,50,blocked,False,regional/unknown tier — manual review; feed blocks bots (verify active); authority below medium
CA - Daily Bulletin Ontario,https://www.dailybulletin.com/feed/,dailybulletin.com,Regional,6,Tier 6 Regional Newspapers,50,blocked,False,regional/unknown tier — manual review; feed blocks bots (verify active); authority below medium
CA - Whittier Daily News,https://www.whittierdailynews.com/feed/,whittierdailynews.com,Regional,6,Tier 6 Regional Newspapers,50,blocked,False,regional/unknown tier — manual review; feed blocks bots (verify active); authority below medium
CA - San Mateo Daily Journal,https://www.smdailyjournal.com/search/?f=rss,smdailyjournal.com,Regional,6,Tier 6 Regional Newspapers,50,blocked,False,regional/unknown tier — manual review; feed blocks bots (verify active); authority below medium
CA - Chico Enterprise-Record,https://www.chicoer.com/feed/,chicoer.com,Regional,6,Tier 6 Regional Newspapers,50,blocked,False,regional/unknown tier — manual review; feed blocks bots (verify active); authority below medium
CA - Lodi News-Sentinel,https://www.lodinews.com/search/?f=rss,lodinews.com,Regional,6,Tier 6 Regional Newspapers,50,blocked,False,regional/unknown tier — manual review; feed blocks bots (verify active); authority below medium
CA - Ukiah Daily Journal,https://www.ukiahdailyjournal.com/feed/,ukiahdailyjournal.com,Regional,6,Tier 6 Regional Newspapers,50,blocked,False,regional/unknown tier — manual review; feed blocks bots (verify active); authority below medium
CA - Times of San Diego,https://timesofsandiego.com/feed/,timesofsandiego.com,Regional,6,Tier 6 Regional Newspapers,50,active,False,regional/unknown tier — manual review; authority below medium
CA - LA Daily News,https://www.dailynews.com/feed/,dailynews.com,Regional,6,Tier 6 Regional Newspapers,50,blocked,False,regional/unknown tier — manual review; feed blocks bots (verify active); authority below medium
CO - Denver Post,https://www.denverpost.com/feed/,denverpost.com,Regional,6,Tier 6 Regional Newspapers,50,blocked,False,regional/unknown tier — manual review; feed blocks bots (verify active); authority below medium
CO - Colorado Springs Gazette,https://gazette.com/search/?f=rss&t=article&l=50,gazette.com,Regional,6,Tier 6 Regional Newspapers,50,active,False,regional/unknown tier — manual review; authority below medium
CO - Boulder Daily Camera,https://www.dailycamera.com/feed/,dailycamera.com,Regional,6,Tier 6 Regional Newspapers,50,blocked,False,regional/unknown tier — manual review; feed blocks bots (verify active); authority below medium
CO - Pueblo Chieftain,https://www.chieftain.com/search/?f=rss&t=article&l=50,chieftain.com,Regional,6,Tier 6 Regional Newspapers,50,blocked,False,regional/unknown tier — manual review; feed blocks bots (verify active); authority below medium
CO - Greeley Tribune,https://www.greeleytribune.com/feed/,greeleytribune.com,Regional,6,Tier 6 Regional Newspapers,50,blocked,False,regional/unknown tier — manual review; feed blocks bots (verify active); authority below medium
CO - Grand Junction Sentinel,https://www.gjsentinel.com/search/?f=rss&t=article&l=50,gjsentinel.com,Regional,6,Tier 6 Regional Newspapers,50,blocked,False,regional/unknown tier — manual review; feed blocks bots (verify active); authority below medium
CO - Durango Herald,https://durangoherald.com/feed/,durangoherald.com,Regional,6,Tier 6 Regional Newspapers,50,active,False,regional/unknown tier — manual review; authority below medium
CO - Aspen Times,https://www.aspentimes.com/feed/,aspentimes.com,Regional,6,Tier 6 Regional Newspapers,50,active,False,regional/unknown tier — manual review; authority below medium
CO - Vail Daily,https://www.vaildaily.com/feed/,vaildaily.com,Regional,6,Tier 6 Regional Newspapers,50,active,False,regional/unknown tier — manual review; authority below medium
CO - Denver Business Journal,https://www.bizjournals.com/denver/feed/latest/,bizjournals.com,Regional,6,Tier 6 Regional Newspapers,50,blocked,False,regional/unknown tier — manual review; feed blocks bots (verify active); authority below medium
CT - Hartford Courant,https://www.courant.com/arcio/rss/,courant.com,Regional,6,Tier 6 Regional Newspapers,50,blocked,False,regional/unknown tier — manual review; feed blocks bots (verify active); authority below medium
CT - Waterbury Republican-Am,https://www.rep-am.com/feed/,rep-am.com,Regional,6,Tier 6 Regional Newspapers,50,active,False,regional/unknown tier — manual review; authority below medium
FL - Orlando Sentinel,https://www.orlandosentinel.com/arcio/rss/,orlandosentinel.com,Regional,6,Tier 6 Regional Newspapers,50,blocked,False,regional/unknown tier — manual review; feed blocks bots (verify active); authority below medium
FL - South Florida Sun-Sentinel,https://www.sun-sentinel.com/arcio/rss/,sun-sentinel.com,Regional,6,Tier 6 Regional Newspapers,50,blocked,False,regional/unknown tier — manual review; feed blocks bots (verify active); authority below medium
FL - Key West Citizen,https://www.keysnews.com/search/?f=rss&t=article&l=50,keysnews.com,Regional,6,Tier 6 Regional Newspapers,50,active,False,regional/unknown tier — manual review; authority below medium
FL - Panama City News Herald,https://www.newsherald.com/search/?f=rss&t=article&l=50,newsherald.com,Regional,6,Tier 6 Regional Newspapers,50,blocked,False,regional/unknown tier — manual review; feed blocks bots (verify active); authority below medium
FL - Miami New Times,https://www.miaminewtimes.com/feed/,miaminewtimes.com,Regional,6,Tier 6 Regional Newspapers,50,active,False,regional/unknown tier — manual review; authority below medium
FL - Tampa Bay Business Journal,https://www.bizjournals.com/tampabay/feed/latest/,bizjournals.com,Regional,6,Tier 6 Regional Newspapers,50,blocked,False,regional/unknown tier — manual review; feed blocks bots (verify active); authority below medium
FL - South Florida Business Jrnl,https://www.bizjournals.com/southflorida/feed/latest/,bizjournals.com,Regional,6,Tier 6 Regional Newspapers,50,blocked,False,regional/unknown tier — manual review; feed blocks bots (verify active); authority below medium
FL - Jacksonville Business Jrnl,https://www.bizjournals.com/jacksonville/feed/latest/,bizjournals.com,Regional,6,Tier 6 Regional Newspapers,50,blocked,False,regional/unknown tier — manual review; feed blocks bots (verify active); authority below medium
FL - Orlando Business Journal,https://www.bizjournals.com/orlando/feed/latest/,bizjournals.com,Regional,6,Tier 6 Regional Newspapers,50,blocked,False,regional/unknown tier — manual review; feed blocks bots (verify active); authority below medium
