name,url,status,classification
The American Prospect,https://prospect.org/feeds/rss/,404,dead
Mondaq Telecom,https://www.mondaq.com/rss/telecommunications/,404,dead
IP Watch,https://www.ip-watch.org/feed/,ConnectTimeout,dead
The Nation,https://www.thenation.com/subject/tech/feed/,404,dead
Broadband Communities,https://www.bbcmag.com/rss/,ConnectTimeout,dead
House Energy Commerce Comm,https://energycommerce.house.gov/rss.xml,404,dead
MacNewsWorld,https://www.macnewsworld.com/rss-feed/,ConnectTimeout,dead
Congressional Research Service,https://www.everycrsreport.com/feeds/all.rss,404,dead
FTC Business,https://www.ftc.gov/feeds/business-guidance.xml,404,dead
Nextgov - IT,https://www.nextgov.com/rss/technology/,404,dead
CTIA Blog,https://api.ctia.org/news/feed/,404,dead
Cord Cutters News,https://cordcuttersnews.com/feed/,ReadTimeout,dead
ZD Net UK,https://www.zdnet.com/topic/networking/rss.xml,ConnectTimeout,dead
Senate Commerce Committee,https://www.commerce.senate.gov/rss/feeds/?type=news,404,dead
Federal Computer Week,https://fcw.com/rss/rss.ashx,ConnectTimeout,dead
NTIA Spectrum,https://www.ntia.gov/category/spectrum/feed,ConnectError,dead
Krebs on Security,https://krebsonsecurity.com/feed/,ConnectTimeout,dead
Above the Law,https://abovethelaw.com/feed/,ConnectTimeout,dead
NIST AI,https://www.nist.gov/artificial-intelligence/rss.xml,404,dead
FTC News,https://www.ftc.gov/feeds/press-release-rss.xml,ConnectTimeout,dead
Communications Lawyer,https://communicationslawyer.net/feed/,ConnectTimeout,dead
Center for AI Safety,https://www.safe.ai/feed,404,dead
Defense One AI,https://www.defenseone.com/topic/artificial-intelligence/rss/,404,dead
Nextgov AI,https://www.nextgov.com/artificial-intelligence/rss,404,dead
FCC - Commissioner Statements,https://www.fcc.gov/rss/commissioner-statements,ReadTimeout,dead
Recode Vox,https://www.vox.com/recode/rss/index.xml,404,dead
FCC - Orders,https://www.fcc.gov/rss/orders,ReadTimeout,dead
FCW AI,https://fcw.com/artificial-intelligence/rss,404,dead
FCC - Notices of Proposed Rules,https://www.fcc.gov/rss/nprm,ReadTimeout,dead
FCC - Reports,https://www.fcc.gov/rss/reports,ReadTimeout,dead
TechTarget Networking,https://www.techtarget.com/rss/SearchNetworking-News.xml,404,dead
Open Technology Institute,https://www.newamerica.org/oti/feed/,404,dead
SearchEnterpriseAI,https://www.techtarget.com/rss/SearchEnterpriseAI-News.xml,404,dead
FCC - Enforcement Bureau,https://www.fcc.gov/rss/enforcement-bureau,ReadTimeout,dead
TechTarget Telecom,https://www.techtarget.com/rss/SearchTelecom-News.xml,404,dead
FCC - Wireless Bureau,https://www.fcc.gov/rss/wireless-telecommunications-bureau,ReadTimeout,dead
FCC - Consumer Affairs Bureau,https://www.fcc.gov/rss/consumer-governmental-affairs-bureau,ConnectTimeout,dead
FCC - Commissioner Speeches,https://www.fcc.gov/rss/speeches,ReadTimeout,dead
MediaPost,https://www.mediapost.com/rss/,404,dead
FCC - Space Bureau,https://www.fcc.gov/rss/space-bureau,ReadTimeout,dead
Nokia Bell Labs Blog,https://www.bell-labs.com/institute/feed/,410,dead
FCC - Public Safety Bureau,https://www.fcc.gov/rss/public-safety-homeland-security-bureau,ReadTimeout,dead
The Markup AI,https://themarkup.org/series/automated-influence/feed/,404,dead
FCC - Media Bureau,https://www.fcc.gov/rss/media-bureau,ReadTimeout,dead
FCC - General Counsel,https://www.fcc.gov/rss/office-general-counsel,ReadTimeout,dead
FCC - Wireline Bureau,https://www.fcc.gov/rss/wireline-competition-bureau,ReadTimeout,dead
Multichannel News,https://www.nexttv.com/rss/multichannel-news,404,dead
Bloomberg - Telecom,https://feeds.bloomberg.com/industries/TelecommunicationsServices.rss,404,dead
FCC - Broadcast Actions,https://www.fcc.gov/rss/broadcast-actions,ReadTimeout,dead
FCC - Broadcast Applications,https://www.fcc.gov/rss/broadcast-applications,ReadTimeout,dead
NTCA Rural Broadband,https://www.ntca.org/feed/,404,dead
FCC - Fact Sheets,https://www.fcc.gov/rss/fact-sheets,ReadTimeout,dead
Verizon News,https://www.verizon.com/about/news/rss,404,dead
FCC - Office of Engineering,https://www.fcc.gov/rss/office-engineering-technology,ReadTimeout,dead
FCC - Office of Economics,https://www.fcc.gov/rss/office-economics-analytics,ReadTimeout,dead
FCC - Inspector General,https://www.fcc.gov/rss/office-inspector-general,ReadTimeout,dead
Ars Technica - Telecom,https://feeds.arstechnica.com/arstechnica/telecom,404,dead
WISPA Wireless ISP,https://www.wispa.org/feed/,404,dead
CTIA Wireless,https://www.ctia.org/rss/,ConnectError,dead
NCTA Cable,https://www.ncta.com/rss.xml,404,dead
FCC - Public Notices,https://www.fcc.gov/rss/public-notices,ReadTimeout,dead
Wall Street Journal - Media,https://feeds.content.dowjones.io/public/rss/mw_media,404,dead
FCC - Notices of Liability,https://www.fcc.gov/rss/notices-apparent-liability,ReadTimeout,dead
TechTarget Security,https://www.techtarget.com/rss/SearchSecurity-News.xml,404,dead
FCC - Court Filings,https://www.fcc.gov/rss/court-filings,ReadTimeout,dead
Axios - Media Trends,https://api.axios.com/feed/axios/media-trends,404,dead
American University Law,https://www.wcl.american.edu/impact/rss/,404,dead
Yale Law - Tech,https://law.yale.edu/rss/news,404,dead
Philadelphia Inquirer,https://www.inquirer.com/arcio/rss/,404,dead
Spectrum Policy News,https://spectropolis.blogspot.com/feeds/posts/default,ConnectTimeout,dead
FCC Wireless Bureau,https://www.fcc.gov/wireless-bureau/rss,ReadTimeout,dead
Atlanta Journal-Constitution,https://www.ajc.com/news/rss.xml,404,dead
SF Gate,https://www.sfgate.com/default/feed/SFGate-Latest-News-2960713.php,404,dead
FCC - International Bureau,https://www.fcc.gov/rss/international-bureau,ReadTimeout,dead
Boston Globe,https://www.bostonglobe.com/rss/homepage,404,dead
Charter Communications,https://corporate.charter.com/newsroom/rss,404,dead
AP News (Top),https://feeds.apnews.com/rss/topnews,ConnectError,dead
Dallas Morning News,https://www.dallasnews.com/arc/outboundfeeds/rss/,404,dead
Tampa Bay Times,https://www.tampabay.com/feed/,404,dead
Arizona Republic,https://www.azcentral.com/arc/outboundfeeds/rss/,404,dead
Houston Chronicle,https://www.houstonchronicle.com/arc/outboundfeeds/rss/,404,dead
Axios - Technology,https://api.axios.com/feed/axios/technology,404,dead
Daily Beast,https://feeds.thedailybeast.com/rss/articles,ConnectError,dead
FCC - All Recent Releases,https://www.fcc.gov/rss/releases,ReadTimeout,dead
National Journal,https://www.nationaljournal.com/rss,410,dead
Business Insider Tech,https://feeds.businessinsider.com/custom/tech,404,dead
Ad Age,https://adage.com/rss/technology,404,dead
AL - Montgomery Advertiser,https://www.montgomeryadvertiser.com/rss/,404,dead
AL - Tuscaloosa News,https://www.tuscaloosanews.com/rss/,404,dead
AK - Anchorage Daily News,https://www.adn.com/feed/,404,dead
AL - Huntsville Times,https://www.al.com/news/huntsville/index.ssf/rss2.0.xml,404,dead
Sasha Javid Spectrum,https://www.spectrumfutures.org/feed/,ConnectTimeout,dead
AZ - Arizona Republic,https://www.azcentral.com/rss/,404,dead
AL - Mobile Press-Register,https://www.al.com/news/mobile/index.ssf/rss2.0.xml,404,dead
5G Technology World,https://www.5gtechnologyworld.com/feed/,ConnectTimeout,dead
AL - Birmingham News,https://www.al.com/news/birmingham/index.ssf/rss2.0.xml,404,dead
AR - Arkansas Democrat-Gazette,https://www.arkansasonline.com/syndication/rss/,404,dead
Qualcomm Blog,https://www.qualcomm.com/news/blog/rss,ConnectTimeout,dead
AR - Northwest Arkansas Democrat,https://www.nwaonline.com/syndication/rss/,404,dead
Comcast Newsroom,https://corporate.comcast.com/news-information/news-feed/rss,ReadTimeout,dead
Reuters - Media,https://feeds.reuters.com/reuters/mediaNews,ConnectTimeout,dead
AK - Sitka Sentinel,https://www.sitkasentinel.com/feed/,404,dead
Stanford Internet Observatory,https://stacks.stanford.edu/feed,404,dead
Duke Law Tech,https://law.duke.edu/news/rss/,404,dead
George Washington Law,https://www.law.gwu.edu/news/rss,404,dead
Axios - Login,https://api.axios.com/feed/axios/login,ConnectTimeout,dead
CA - Ventura County Star,https://www.vcstar.com/rss/,404,dead
Chicago Tribune,https://www.chicagotribune.com/feed/,ConnectTimeout,dead
CA - Stockton Record,https://www.recordnet.com/rss/,404,dead
Austin American-Statesman,https://www.statesman.com/arc/outboundfeeds/rss/,404,dead
CA - Visalia Times-Delta,https://www.visaliatimesdelta.com/rss/,404,dead
AZ - Kingman Daily Miner,https://www.kingmandailyminer.com/feed/,404,dead
CA - Redding Record Searchlight,https://www.redding.com/rss/,404,dead
CO - Fort Collins Coloradoan,https://www.coloradoan.com/rss/,404,dead
Boston Herald,https://www.bostonherald.com/feed/,ConnectTimeout,dead
Detroit Free Press,https://www.freep.com/arcio/rss/,ConnectTimeout,dead
CT - Connecticut Post,https://www.ctpost.com/feed/,404,dead
Kansas City Star,https://www.kansascity.com/arc/outboundfeeds/rss/,ReadTimeout,dead
Pittsburgh Post-Gazette,https://www.post-gazette.com/rss/homepage,ConnectTimeout,dead
CT - Stamford Advocate,https://www.stamfordadvocate.com/feed/,404,dead
FL - Tallahassee Democrat,https://www.tallahassee.com/rss/,404,dead
Vice Motherboard,https://www.vice.com/en/section/tech/rss,404,dead
FL - Pensacola News Journal,https://www.pnj.com/rss/,404,dead
FL - Lakeland Ledger,https://www.theledger.com/rss/,404,dead
CT - Norwich Bulletin,https://www.norwichbulletin.com/rss/,404,dead
FL - Melbourne Florida Today,https://www.floridatoday.com/rss/,404,dead
FL - Fort Myers News-Press,https://www.news-press.com/rss/,404,dead
FL - Stuart News,https://www.tcpalm.com/rss/,404,dead
FL - Daytona Beach News-Journal,https://www.news-journalonline.com/rss/,404,dead
GA - Atlanta Journal-Constitution,https://www.ajc.com/feed/,404,dead
DE - Cape Gazette,https://www.capegazette.com/rss,404,dead
AL - Gadsden Times,https://www.gadsdentimes.com/search/?f=rss&t=article&l=50&s=start_time&sd=desc,ConnectTimeout,dead
FL - Gainesville Sun,https://www.gainesville.com/rss/,404,dead
GA - Augusta Chronicle,https://www.augustachronicle.com/rss/,404,dead
GA - Dalton Daily Citizen,https://www.daltondailycitizen.com/search/?f=rss,ConnectError,dead
GA - Athens Banner-Herald,https://www.onlineathens.com/rss/,404,dead
HI - Maui News,https://www.mauinews.com/feed/,404,dead
Miami Herald,https://www.miamiherald.com/arc/outboundfeeds/rss/,ReadTimeout,dead
GA - Savannah Morning News,https://www.savannahnow.com/rss/,404,dead
CA - San Francisco Chronicle,https://www.sfgate.com/rss/feed/SFGate-Latest-News-2960713.php,404,dead
IL - Rockford Register Star,https://www.rrstar.com/rss/,404,dead
IL - Springfield State Journal-Reg,https://www.sj-r.com/rss/,404,dead
FL - Palm Beach Post,https://www.palmbeachpost.com/rss/,404,dead
FL - Naples Daily News,https://www.naplesnews.com/rss/,404,dead
FL - Florida Times-Union,https://www.jacksonville.com/arcio/rss/,404,dead
AR - El Dorado News-Times,https://www.eldoradonews.com/search/?f=rss&t=article&l=50,ReadTimeout,dead
FL - Ocala Star-Banner,https://www.ocala.com/rss/,404,dead
IL - Peoria Journal Star,https://www.pjstar.com/rss/,404,dead
CA - Sacramento Bee,https://www.sacbee.com/news/local/rss,ReadTimeout,dead
IL - Chicago Business,https://www.chicagobusiness.com/feeds/news/rss/,404,dead
IN - Evansville Courier & Press,https://www.courierpress.com/rss/,404,dead
CA - Fresno Bee,https://www.fresnobee.com/news/local/rss,ReadTimeout,dead
CA - Riverside Press-Enterprise,https://www.pe.com/feed/,404,dead
IN - Lafayette Journal & Courier,https://www.jconline.com/rss/,404,dead
CA - Santa Cruz Sentinel,https://www.santacruzsentinel.com/feed/,ConnectTimeout,dead
CA - Monterey Herald,https://www.montereyherald.com/feed/,ConnectTimeout,dead
CA - Modesto Bee,https://www.modbee.com/news/local/rss,ReadTimeout,dead
IN - Muncie Star Press,https://www.thestarpress.com/rss/,404,dead
IA - Des Moines Register,https://www.desmoinesregister.com/rss/,404,dead
Washington Post (National),https://feeds.washingtonpost.com/rss/national,ReadTimeout,dead
IA - Iowa City Press-Citizen,https://www.press-citizen.com/rss/,404,dead
KS - Topeka Capital-Journal,https://www.cjonline.com/rss/,404,dead
IN - Indianapolis Star,https://www.indystar.com/rss/,404,dead
CA - Chico Enterprise-Record,https://www.chicoer.com/feed/,ConnectTimeout,dead
LA - Lafayette Advertiser,https://www.theadvertiser.com/rss/,404,dead
CO - Boulder Daily Camera,https://www.dailycamera.com/feed/,ConnectTimeout,dead
CT - Greenwich Time,https://www.greenwichtime.com/feed/,404,dead
CO - Greeley Tribune,https://www.greeleytribune.com/feed/,ConnectTimeout,dead
CT - Danbury News-Times,https://www.newstimes.com/feed/,404,dead
KY - Courier-Journal Louisville,https://www.courier-journal.com/rss/,404,dead
CT - New Haven Register,https://www.nhregister.com/feed/,404,dead
LA - Monroe News-Star,https://www.thenewsstar.com/rss/,404,dead
DE - Delaware Online/News Journal,https://www.delawareonline.com/rss/,ConnectTimeout,dead
DE - Delaware State News,https://delawarestatesnews.com/feed/,ConnectTimeout,dead
FL - Sarasota Herald-Tribune,https://www.heraldtribune.com/rss/,404,dead
LA - Alexandria Town Talk,https://www.thetowntalk.com/rss/,404,dead
FL - Miami Herald,https://www.miamiherald.com/news/rss,ReadTimeout,dead
MA - Boston Globe,https://www.bostonglobe.com/rss/,404,dead
MA - Berkshire Eagle,https://www.berkshireeagle.com/feed/,404,dead
MD - Salisbury Daily Times,https://www.delmarvanow.com/rss/,404,dead
MI - Grand Rapids Press,https://www.mlive.com/grand-rapids/index.ssf/rss2.0.xml,404,dead
MA - Patriot Ledger,https://www.patriotledger.com/feed/,404,dead
MI - Detroit News,https://www.detroitnews.com/arcio/rss/,404,dead
MI - Flint Journal,https://www.mlive.com/flint/index.ssf/rss2.0.xml,404,dead
MI - Ann Arbor News,https://www.mlive.com/ann-arbor/index.ssf/rss2.0.xml,404,dead
MI - Detroit Business,https://www.crainsdetroit.com/rss/,404,dead
LA - Shreveport Times,https://www.shreveporttimes.com/rss/,404,dead
GA - Brunswick News,https://thebrunswicknews.com/search/?f=rss&t=article&l=50,ConnectTimeout,dead
MI - Bay City Times,https://www.mlive.com/bay-city/index.ssf/rss2.0.xml,404,dead
GA - Macon Telegraph,https://www.macon.com/news/local/rss,ReadTimeout,dead
GA - Columbus Ledger-Enquirer,https://www.ledger-enquirer.com/news/local/rss,ReadTimeout,dead
MN - Duluth News Tribune,https://www.duluthnewstribune.com/feed/,404,dead
MI - Muskegon Chronicle,https://www.mlive.com/muskegon/index.ssf/rss2.0.xml,404,dead
MI - Saginaw News,https://www.mlive.com/saginaw/index.ssf/rss2.0.xml,404,dead
ID - Idaho Statesman,https://www.idahostatesman.com/news/local/rss,ReadTimeout,dead
MA - Cape Cod Times,https://www.capecodtimes.com/arcio/rss/,404,dead
MN - Minneapolis Star Tribune,https://www.startribune.com/feeds/,404,dead
IL - Naperville Sun,https://www.chicagotribune.com/suburbs/naperville-sun/rss2.0.xml,404,dead
MT - Great Falls Tribune,https://www.greatfallstribune.com/rss/,404,dead
IL - Daily Herald Suburbs,https://www.dailyherald.com/rss/,ConnectTimeout,dead
IN - Fort Wayne Journal Gazette,https://www.journalgazette.net/search/?f=rss&t=article&l=50,ConnectTimeout,dead
IA - Cedar Rapids Gazette,https://www.thegazette.com/feed/,404,dead
MI - Kalamazoo Gazette,https://www.mlive.com/kalamazoo/index.ssf/rss2.0.xml,404,dead
NV - Las Vegas Sun,https://lasvegassun.com/feed/,404,dead
IL - Aurora Beacon-News,https://www.chicagotribune.com/suburbs/aurora-beacon-news/rss2.0.xml,ConnectTimeout,dead
KY - Lexington Herald-Leader,https://www.kentucky.com/news/local/rss,ReadTimeout,dead
KY - Frankfort State Journal,https://www.state-journal.com/search/?f=rss&t=article&l=50,ConnectTimeout,dead
NJ - Bergen Record,https://www.northjersey.com/arcio/rss/,404,dead
NJ - Asbury Park Press,https://www.app.com/rss/,404,dead
NJ - Courier-Post Cherry Hill,https://www.courierpostonline.com/rss/,404,dead
ID - Moscow-Pullman Daily News,https://dnews.com/search/?f=rss&t=article&l=50,ConnectTimeout,dead
NJ - Burlington County Times,https://www.burlingtoncountytimes.com/rss/,404,dead
NV - Reno Gazette-Journal,https://www.rgj.com/rss/,404,dead
KS - Wichita Eagle,https://www.kansas.com/news/local/rss,ReadTimeout,dead
NJ - NJ.com / Star-Ledger,https://www.nj.com/arcio/rss/,404,dead
NY - Newsday Long Island,https://www.newsday.com/rss,404,dead
NY - Syracuse Post-Standard,https://www.syracuse.com/arcio/rss/,404,dead
ME - Lewiston Sun Journal,https://www.sunjournal.com/feed/,ConnectTimeout,dead
MD - Washington Post (MD),https://feeds.washingtonpost.com/rss/local/maryland,ReadTimeout,dead
NY - City & State NY,https://www.cityandstateny.com/feed/,404,dead
MD - Frederick News-Post,https://www.fredericknewspost.com/search/?f=rss&t=article&l=50,ConnectTimeout,dead
MA - Worcester Telegram & Gazette,https://www.telegram.com/arcio/rss/,404,dead
NM - Albuquerque Journal,https://www.abqjournal.com/feed/,404,dead
MD - Hagerstown Herald-Mail,https://www.heraldmailmedia.com/search/?f=rss&t=article&l=50,ConnectTimeout,dead
NM - Las Cruces Sun-News,https://www.lcsun-news.com/rss/,404,dead
NC - Asheville Citizen-Times,https://www.citizen-times.com/rss/,404,dead
NY - Rochester Democrat & Chronicle,https://www.democratandchronicle.com/rss/,404,dead
NY - Staten Island Advance,https://www.silive.com/arcio/rss/,404,dead
MA - New Bedford Standard-Times,https://www.southcoasttoday.com/search/?f=rss&t=article&l=50,ConnectTimeout,dead
NY - Poughkeepsie Journal,https://www.poughkeepsiejournal.com/rss/,404,dead
NY - Journal News Westchester,https://www.lohud.com/arcio/rss/,404,dead
OH - Cleveland Plain Dealer,https://www.cleveland.com/arcio/rss/,404,dead
MI - Lansing State Journal,https://www.lansingstatejournal.com/rss/,ConnectTimeout,dead
NJ - Home News Tribune,https://www.mycentraljersey.com/rss/,404,dead
OH - Cleveland Business,https://www.crainscleveland.com/rss/,404,dead
MN - St. Cloud Times,https://www.sctimes.com/rss/,404,dead
MS - Hattiesburg American,https://www.hattiesburgamerican.com/rss/,404,dead
OH - Springfield News-Sun,https://www.springfieldnewssun.com/rss/,404,dead
MS - Clarion-Ledger Jackson,https://www.clarionledger.com/rss/,ConnectTimeout,dead
OK - Oklahoman,https://www.oklahoman.com/rss/,404,dead
MS - Sun Herald Biloxi,https://www.sunherald.com/news/local/rss,ReadTimeout,dead
OR - Oregonian Portland,https://www.oregonlive.com/arcio/rss/,404,dead
MO - Springfield News-Leader,https://www.news-leader.com/rss/,ConnectTimeout,dead
MO - Joplin Globe,https://www.joplinglobe.com/search/?f=rss&t=article&l=50,ConnectTimeout,dead
MO - St. Joseph News-Press,https://www.newspressnow.com/search/?f=rss&t=article&l=50,ConnectTimeout,dead
PA - Harrisburg Patriot-News,https://www.pennlive.com/arcio/rss/,404,dead
MS - Commercial Dispatch Columbus,https://www.cdispatch.com/search/?f=rss&t=article&l=50,ConnectTimeout,dead
NY - Binghamton Press & Sun-Bull,https://www.pressconnects.com/rss/,404,dead
ND - Minot Daily News,https://www.minotdailynews.com/feed/,404,dead
PA - Spotlight PA,https://www.spotlightpa.org/feed/,404,dead
RI - Providence Journal,https://www.providencejournal.com/arcio/rss/,404,dead
MO - Kansas City Star,https://www.kansascity.com/news/local/rss,ReadTimeout,dead
OR - Willamette Week,https://www.wweek.com/feed/,404,dead
NV - Las Vegas Weekly,https://lasvegasweekly.com/feed/,ConnectTimeout,dead
SC - Greenville News,https://www.greenvilleonline.com/rss/,404,dead
NM - Farmington Daily Times,https://www.daily-times.com/rss/,404,dead
TN - Jackson Sun,https://www.jacksonsun.com/rss/,404,dead
OR - Salem Statesman Journal,https://www.statesmanjournal.com/rss/,404,dead
NJ - Times of Trenton,https://www.nj.com/times-of-trenton/index.ssf/rss2.0.xml,404,dead
TX - Austin American-Statesman,https://www.statesman.com/arcio/rss/,404,dead
TX - El Paso Times,https://www.elpasotimes.com/rss/,404,dead
NC - Charlotte Observer,https://www.charlotteobserver.com/news/local/rss,ConnectTimeout,dead
TN - Clarksville Leaf-Chronicle,https://www.theleafchronicle.com/rss/,404,dead
NC - Fayetteville Observer,https://www.fayobserver.com/rss/,ConnectTimeout,dead
TX - Abilene Reporter-News,https://www.reporternews.com/rss/,404,dead
NC - Wilmington Star-News,https://www.starnewsonline.com/rss/,ConnectTimeout,dead
TX - San Antonio Express-News,https://www.mysanantonio.com/arcio/rss/,404,dead
TX - Lubbock Avalanche-Journal,https://www.lubbockonline.com/rss/,404,dead
SC - Anderson Independent Mail,https://www.independentmail.com/rss/,404,dead
OH - Cincinnati Enquirer,https://www.cincinnati.com/rss/,ConnectTimeout,dead
OH - Dayton Daily News,https://www.daytondailynews.com/rss/,ConnectTimeout,dead
OH - Mansfield News Journal,https://www.mansfieldnewsjournal.com/rss/,ConnectTimeout,dead
TN - Knoxville News Sentinel,https://www.knoxnews.com/rss/,404,dead
UT - St. George Spectrum,https://www.thespectrum.com/rss/,404,dead
UT - Ogden Standard-Examiner,https://www.standard.net/search/?f=rss&t=article&l=50,404,dead
UT - Salt Lake Tribune,https://www.sltrib.com/feed/,404,dead
UT - Deseret News,https://www.deseret.com/rss,404,dead
UT - Provo Daily Herald,https://www.heraldextra.com/search/?f=rss&t=article&l=50,404,dead
OR - Eugene Register-Guard,https://www.registerguard.com/search/?f=rss&t=article&l=50,ConnectTimeout,dead
OR - Oregon Public Broadcasting,https://www.opb.org/rss/news/,404,dead
WA - Seattle Post-Intelligencer,https://www.seattlepi.com/seattlenews/feed/,404,dead
OR - Medford Mail Tribune,https://www.mailtribune.com/search/?f=rss&t=article&l=50,ConnectTimeout,dead
VA - Staunton News Leader,https://www.newsleader.com/rss/,404,dead
WA - Spokane Spokesman-Review,https://www.spokesman.com/feed/,404,dead
PA - Wilkes-Barre Citizens Voice,https://www.citizensvoice.com/search/?f=rss&t=article&l=50,ConnectTimeout,dead
DC - DCist,https://dcist.com/feed,404,dead
WV - Wheeling Intelligencer,https://www.theintelligencer.net/search/?f=rss&t=article&l=50,404,dead
SD - Argus Leader Sioux Falls,https://www.argusleader.com/rss/,404,dead
SC - Myrtle Beach Sun News,https://www.myrtlebeachonline.com/news/local/rss,ConnectTimeout,dead
SC - Spartanburg Herald-Journal,https://www.goupstate.com/search/?f=rss&t=article&l=50,ConnectTimeout,dead
SD - Aberdeen American News,https://www.aberdeennews.com/search/?f=rss&t=article&l=50,ConnectTimeout,dead
WI - Appleton Post-Crescent,https://www.postcrescent.com/rss/,404,dead
WI - Green Bay Press-Gazette,https://www.greenbaypressgazette.com/rss/,404,dead
WI - Wausau Daily Herald,https://www.wausaudailyherald.com/rss/,404,dead
TN - Tennessean Nashville,https://www.tennessean.com/rss/,ConnectTimeout,dead
TN - Memphis Commercial Appeal,https://www.commercialappeal.com/rss/,ConnectTimeout,dead
VT - Burlington Free Press,https://www.burlingtonfreepress.com/rss/,404,dead
WI - Milwaukee Journal Sentinel,https://www.jsonline.com/arcio/rss/,404,dead
TX - Dallas Morning News,https://www.dallasnews.com/arcio/rss/,ConnectTimeout,dead
WI - Sheboygan Press,https://www.sheboyganpress.com/rss/,404,dead
TX - Houston Chronicle,https://www.houstonchronicle.com/arcio/rss/,ConnectTimeout,dead
National - New Republic,https://newrepublic.com/feed,404,dead
TX - Corpus Christi Caller-Times,https://www.caller.com/rss/,ConnectTimeout,dead
NC - Durham Herald-Sun,https://www.heraldsun.com/news/local/rss,ReadTimeout,dead
NC - News & Observer Raleigh,https://www.newsobserver.com/news/local/rss,ReadTimeout,dead
National - BuzzFeed News,https://www.buzzfeednews.com/rss,404,dead
TV - WBAL Baltimore,https://www.wbaltv.com/news/rss,404,dead
National - Governing,https://www.governing.com/rss/all/,404,dead
TX - Fort Worth Star-Telegram,https://www.star-telegram.com/news/local/rss,ReadTimeout,dead
TX - Beaumont Enterprise,https://www.beaumontenterprise.com/arcio/rss/,ConnectTimeout,dead
TV - WXYZ Detroit,https://www.wxyz.com/rss,404,dead
SC - Rock Hill Herald,https://www.heraldonline.com/news/local/rss,ReadTimeout,dead
TV - WEWS Cleveland,https://www.news5cleveland.com/rss,404,dead
TV - KOMO Seattle,https://komonews.com/feed/,404,dead
TX - Austin Business Journal,https://www.bizjournals.com/austin/feed/latest/,ConnectTimeout,dead
TV - KGTV San Diego,https://www.10news.com/rss,404,dead
National - The Markup,https://themarkup.org/feed/,404,dead
TV - WTTG Washington DC,https://www.fox5dc.com/rss,404,dead
TX - Midland Reporter-Telegram,https://www.mrt.com/search/?f=rss&t=article&l=50,ConnectTimeout,dead
WI - Stevens Point Journal,https://www.stevenspointjournal.com/rss/,404,dead
TV - WRAL Raleigh,https://www.wral.com/rss/,404,dead
