source_id,name,type,tier,authority_score,enabled,method,rss_url,notes
leg_r0123,ACA Connects,wire_service,tier2,92.0,True,rss,https://acaconnects.org/feed/,Tier 2 Major News/Wire — retained for resilient pipeline (RSS/official complements API)
leg_r0126,AP - Science Tech,wire_service,tier2,92.0,True,rss,https://rsshub.app/apnews/topics/science,Tier 2 Major News/Wire — retained for resilient pipeline (RSS/official complements API)
leg_r0047,AP News Politics,wire_service,tier2,92.0,True,rss,https://rsshub.app/apnews/topics/politics,Tier 2 Major News/Wire — retained for resilient pipeline (RSS/official complements API)
leg_r0046,AP News Technology,wire_service,tier2,92.0,True,rss,https://rsshub.app/apnews/topics/technology,Tier 2 Major News/Wire — retained for resilient pipeline (RSS/official complements API)
leg_r0132,Ars Technica - Policy,wire_service,tier2,92.0,True,rss,https://feeds.arstechnica.com/arstechnica/tech-policy,Tier 2 Major News/Wire — retained for resilient pipeline (RSS/official complements API)
leg_r0121,AT&T Newsroom,wire_service,tier2,92.0,True,rss,https://about.att.com/innovation/rss,Tier 2 Major News/Wire — retained for resilient pipeline (RSS/official complements API)
leg_r0053,Axios,wire_service,tier2,92.0,True,rss,https://api.axios.com/feed/,Tier 2 Major News/Wire — retained for resilient pipeline (RSS/official complements API)
leg_r0129,BBC - Tech,wire_service,tier2,92.0,True,rss,https://feeds.bbci.co.uk/news/technology/rss.xml,Tier 2 Major News/Wire — retained for resilient pipeline (RSS/official complements API)
leg_r0049,Bloomberg Politics,wire_service,tier2,92.0,True,rss,https://feeds.bloomberg.com/politics/news.rss,Tier 2 Major News/Wire — retained for resilient pipeline (RSS/official complements API)
leg_r0048,Bloomberg Technology,wire_service,tier2,92.0,True,rss,https://feeds.bloomberg.com/technology/news.rss,Tier 2 Major News/Wire — retained for resilient pipeline (RSS/official complements API)
leg_r0054,CBS News Tech,wire_service,tier2,92.0,True,rss,https://www.cbsnews.com/latest/rss/tech,Tier 2 Major News/Wire — retained for resilient pipeline (RSS/official complements API)
leg_r0064,CNBC Tech,wire_service,tier2,92.0,True,rss,https://www.cnbc.com/id/19854910/device/rss/rss.html,Tier 2 Major News/Wire — retained for resilient pipeline (RSS/official complements API)
leg_r0065,CNBC Telecom,wire_service,tier2,92.0,True,rss,https://www.cnbc.com/id/10000108/device/rss/rss.html,Tier 2 Major News/Wire — retained for resilient pipeline (RSS/official complements API)
leg_r0119,Ericsson Blog,wire_service,tier2,92.0,True,rss,https://www.ericsson.com/en/blog/rss,Tier 2 Major News/Wire — retained for resilient pipeline (RSS/official complements API)
leg_r0117,FierceWireless 5G,wire_service,tier2,92.0,True,rss,https://www.fiercewireless.com/rss/5g-xml,Tier 2 Major News/Wire — retained for resilient pipeline (RSS/official complements API)
leg_r0127,Financial Times - Tech,wire_service,tier2,92.0,True,rss,https://www.ft.com/technology?format=rss,Tier 2 Major News/Wire — retained for resilient pipeline (RSS/official complements API)
leg_r0061,Forbes Tech,wire_service,tier2,92.0,True,rss,https://www.forbes.com/innovation/feed/,Tier 2 Major News/Wire — retained for resilient pipeline (RSS/official complements API)
leg_r0062,Fortune,wire_service,tier2,92.0,True,rss,https://fortune.com/feed/,Tier 2 Major News/Wire — retained for resilient pipeline (RSS/official complements API)
leg_r0057,Fox Business,wire_service,tier2,92.0,True,rss,https://moxie.foxbusiness.com/google-publisher/technology.xml,Tier 2 Major News/Wire — retained for resilient pipeline (RSS/official complements API)
leg_r0137,Georgetown Law Tech #1,wire_service,tier2,92.0,True,rss,https://www.law.georgetown.edu/news/feed/,Tier 2 Major News/Wire — retained for resilient pipeline (RSS/official complements API)
leg_r0086,GSMA News,wire_service,tier2,92.0,True,rss,https://www.gsma.com/newsroom/feed/,Tier 2 Major News/Wire — retained for resilient pipeline (RSS/official complements API)
leg_r0136,Harvard Berkman Center,wire_service,tier2,92.0,True,rss,https://cyber.harvard.edu/feeds/news,Tier 2 Major News/Wire — retained for resilient pipeline (RSS/official complements API)
leg_r0122,INCOMPAS #2,wire_service,tier2,92.0,True,rss,https://www.incompas.org/feed/,Tier 2 Major News/Wire — retained for resilient pipeline (RSS/official complements API)
leg_r0118,Light Reading 5G,wire_service,tier2,92.0,True,rss,https://www.lightreading.com/5g/rss.xml,Tier 2 Major News/Wire — retained for resilient pipeline (RSS/official complements API)
leg_r0063,MarketWatch,wire_service,tier2,92.0,True,rss,https://feeds.content.dowjones.io/public/rss/mw_topstories,Tier 2 Major News/Wire — retained for resilient pipeline (RSS/official complements API)
leg_r0125,NATE Tower Association,wire_service,tier2,92.0,True,rss,https://www.natehome.com/feed/,Tier 2 Major News/Wire — retained for resilient pipeline (RSS/official complements API)
leg_r0055,NBC News Tech,wire_service,tier2,92.0,True,rss,https://feeds.nbcnews.com/nbcnews/public/tech,Tier 2 Major News/Wire — retained for resilient pipeline (RSS/official complements API)
leg_r0051,New York Times Politics,wire_service,tier2,92.0,True,rss,https://rss.nytimes.com/services/xml/rss/nyt/Politics.xml,Tier 2 Major News/Wire — retained for resilient pipeline (RSS/official complements API)
leg_r0050,New York Times Tech,wire_service,tier2,92.0,True,rss,https://rss.nytimes.com/services/xml/rss/nyt/Technology.xml,Tier 2 Major News/Wire — retained for resilient pipeline (RSS/official complements API)
leg_r0060,NPR Business,wire_service,tier2,92.0,True,rss,https://feeds.npr.org/1006/rss.xml,Tier 2 Major News/Wire — retained for resilient pipeline (RSS/official complements API)
leg_r0059,NPR Technology,wire_service,tier2,92.0,True,rss,https://feeds.npr.org/1019/rss.xml,Tier 2 Major News/Wire — retained for resilient pipeline (RSS/official complements API)
leg_r0135,Pew Research - Tech,wire_service,tier2,92.0,True,rss,https://www.pewresearch.org/internet/feed/,Tier 2 Major News/Wire — retained for resilient pipeline (RSS/official complements API)
leg_r0131,Politico - Congress,wire_service,tier2,92.0,True,rss,https://www.politico.com/rss/congress.xml,Tier 2 Major News/Wire — retained for resilient pipeline (RSS/official complements API)
leg_r0130,Politico - Media,wire_service,tier2,92.0,True,rss,https://www.politico.com/rss/media.xml,Tier 2 Major News/Wire — retained for resilient pipeline (RSS/official complements API)
leg_r0116,RCR Wireless 5G,wire_service,tier2,92.0,True,rss,https://www.rcrwireless.com/category/5g/feed,Tier 2 Major News/Wire — retained for resilient pipeline (RSS/official complements API)
leg_r0120,T-Mobile Newsroom,wire_service,tier2,92.0,True,rss,https://www.t-mobile.com/news/rss.xml,Tier 2 Major News/Wire — retained for resilient pipeline (RSS/official complements API)
leg_r0134,TechCrunch - Government,wire_service,tier2,92.0,True,rss,https://techcrunch.com/tag/government/feed/,Tier 2 Major News/Wire — retained for resilient pipeline (RSS/official complements API)
leg_r0128,The Guardian - Tech,wire_service,tier2,92.0,True,rss,https://www.theguardian.com/technology/rss,Tier 2 Major News/Wire — retained for resilient pipeline (RSS/official complements API)
leg_r0052,The Hill,wire_service,tier2,92.0,True,rss,https://thehill.com/feed/,Tier 2 Major News/Wire — retained for resilient pipeline (RSS/official complements API)
leg_r0133,The Verge - Policy,wire_service,tier2,92.0,True,rss,https://www.theverge.com/rss/policy/index.xml,Tier 2 Major News/Wire — retained for resilient pipeline (RSS/official complements API)
leg_r0058,USA Today Tech,wire_service,tier2,92.0,True,rss,https://rssfeeds.usatoday.com/UsatodaycomTech-TopStories,Tier 2 Major News/Wire — retained for resilient pipeline (RSS/official complements API)
leg_r0087,WIA Tower,wire_service,tier2,92.0,True,rss,https://wia.org/feed/,Tier 2 Major News/Wire — retained for resilient pipeline (RSS/official complements API)
leg_r0124,WTA Telecom,wire_service,tier2,92.0,True,rss,https://www.wtaonline.org/feed/,Tier 2 Major News/Wire — retained for resilient pipeline (RSS/official complements API)
leg_r0080,Anandtech,trade_publication,tier3,82.0,True,rss,https://www.anandtech.com/rss/,Tier 3 Telecom Trade — retained for resilient pipeline (RSS/official complements API)
leg_r0077,Bipartisan Policy Center,trade_publication,tier3,80.0,True,rss,https://bipartisanpolicy.org/feed/,Tier 3 Policy/Legal — retained for resilient pipeline (RSS/official complements API)
leg_r0001,Broadband Breakfast,trade_publication,tier3,82.0,True,rss,https://broadbandbreakfast.com/feed/,Tier 3 Telecom Trade — retained for resilient pipeline (RSS/official complements API)
leg_r0011,Broadband World News,trade_publication,tier3,82.0,True,rss,https://www.broadbandworldnews.com/rss.xml,Tier 3 Telecom Trade — retained for resilient pipeline (RSS/official complements API)
leg_r0074,Competitive Enterprise Inst,trade_publication,tier3,80.0,True,rss,https://cei.org/feed/,Tier 3 Policy/Legal — retained for resilient pipeline (RSS/official complements API)
leg_r0097,Consumer Reports Policy,trade_publication,tier3,80.0,True,rss,https://advocacy.consumerreports.org/feed/,Tier 3 Policy/Legal — retained for resilient pipeline (RSS/official complements API)
leg_r0083,CyberScoop,trade_publication,tier3,82.0,True,rss,https://cyberscoop.com/feed/,Tier 3 Telecom Trade — retained for resilient pipeline (RSS/official complements API)
leg_r0082,EdScoop,trade_publication,tier3,82.0,True,rss,https://edscoop.com/feed/,Tier 3 Telecom Trade — retained for resilient pipeline (RSS/official complements API)
leg_r0084,FedScoop,trade_publication,tier3,82.0,True,rss,https://fedscoop.com/feed/,Tier 3 Telecom Trade — retained for resilient pipeline (RSS/official complements API)
leg_r0003,Fierce Network,trade_publication,tier3,82.0,True,rss,https://www.fierce-network.com/rss/xml,Tier 3 Telecom Trade — retained for resilient pipeline (RSS/official complements API)
leg_r0004,Fierce Wireless,trade_publication,tier3,82.0,True,rss,https://www.fiercewireless.com/rss/xml,Tier 3 Telecom Trade — retained for resilient pipeline (RSS/official complements API)
leg_r0105,GovLoop,trade_publication,tier3,80.0,True,rss,https://www.govloop.com/feed/,Tier 3 Policy/Legal — retained for resilient pipeline (RSS/official complements API)
leg_r0075,Heritage Foundation Tech,trade_publication,tier3,80.0,True,rss,https://www.heritage.org/technology/rss,Tier 3 Policy/Legal — retained for resilient pipeline (RSS/official complements API)
leg_r0098,INCOMPAS #1,trade_publication,tier3,80.0,True,rss,https://www.incompas.org/news/feed/,Tier 3 Policy/Legal — retained for resilient pipeline (RSS/official complements API)
leg_r0012,Inside Towers,trade_publication,tier3,82.0,True,rss,https://insidetowers.com/feed/,Tier 3 Telecom Trade — retained for resilient pipeline (RSS/official complements API)
leg_r0071,JD Supra - Broadband,trade_publication,tier3,80.0,True,rss,https://www.jdsupra.com/topics/broadband/rss/,Tier 3 Policy/Legal — retained for resilient pipeline (RSS/official complements API)
leg_r0073,JD Supra - Media Law,trade_publication,tier3,80.0,True,rss,https://www.jdsupra.com/topics/media-law/rss/,Tier 3 Policy/Legal — retained for resilient pipeline (RSS/official complements API)
leg_r0072,JD Supra - Net Neutrality,trade_publication,tier3,80.0,True,rss,https://www.jdsupra.com/topics/net-neutrality/rss/,Tier 3 Policy/Legal — retained for resilient pipeline (RSS/official complements API)
leg_r0002,Light Reading,trade_publication,tier3,82.0,True,rss,https://www.lightreading.com/rss.xml,Tier 3 Telecom Trade — retained for resilient pipeline (RSS/official complements API)
leg_r0076,Mercatus Center Tech,trade_publication,tier3,80.0,True,rss,https://www.mercatus.org/rss/technology,Tier 3 Policy/Legal — retained for resilient pipeline (RSS/official complements API)
leg_r0104,MeriTalk,trade_publication,tier3,80.0,True,rss,https://www.meritalk.com/feed/,Tier 3 Policy/Legal — retained for resilient pipeline (RSS/official complements API)
leg_r0013,Mobile World Live,trade_publication,tier3,82.0,True,rss,https://www.mobileworldlive.com/feed/,Tier 3 Telecom Trade — retained for resilient pipeline (RSS/official complements API)
leg_r0100,NCTA Internet,trade_publication,tier3,80.0,True,rss,https://www.ncta.com/feed,Tier 3 Policy/Legal — retained for resilient pipeline (RSS/official complements API)
leg_r0078,R Street Institute,trade_publication,tier3,80.0,True,rss,https://www.rstreet.org/feed/,Tier 3 Policy/Legal — retained for resilient pipeline (RSS/official complements API)
leg_r0005,RCR Wireless,trade_publication,tier3,82.0,True,rss,https://www.rcrwireless.com/feed,Tier 3 Telecom Trade — retained for resilient pipeline (RSS/official complements API)
leg_r0014,SDxCentral,trade_publication,tier3,82.0,True,rss,https://www.sdxcentral.com/feed/,Tier 3 Telecom Trade — retained for resilient pipeline (RSS/official complements API)
leg_r0081,StateScoop,trade_publication,tier3,82.0,True,rss,https://statescoop.com/feed/,Tier 3 Telecom Trade — retained for resilient pipeline (RSS/official complements API)
leg_r0010,Telecom Reseller,trade_publication,tier3,82.0,True,rss,https://telecomreseller.com/feed/,Tier 3 Telecom Trade — retained for resilient pipeline (RSS/official complements API)
leg_r0007,Telecompaper,trade_publication,tier3,82.0,True,rss,https://www.telecompaper.com/rss/news,Tier 3 Telecom Trade — retained for resilient pipeline (RSS/official complements API)
leg_r0009,Telecoms,trade_publication,tier3,82.0,True,rss,https://telecoms.com/feed/,Tier 3 Telecom Trade — retained for resilient pipeline (RSS/official complements API)
leg_r0102,The Information,trade_publication,tier3,80.0,True,rss,https://www.theinformation.com/feed,Tier 3 Policy/Legal — retained for resilient pipeline (RSS/official complements API)
leg_r0015,TIA Online,trade_publication,tier3,82.0,True,rss,https://tiaonline.org/feed/,Tier 3 Telecom Trade — retained for resilient pipeline (RSS/official complements API)
leg_r0008,Total Tele,trade_publication,tier3,82.0,True,rss,https://www.totaltele.com/rss.xml,Tier 3 Telecom Trade — retained for resilient pipeline (RSS/official complements API)
leg_r0006,TR Daily,trade_publication,tier3,82.0,True,rss,https://trdaily.com/feed/,Tier 3 Telecom Trade — retained for resilient pipeline (RSS/official complements API)
leg_r0099,USTelecom Blog,trade_publication,tier3,80.0,True,rss,https://www.ustelecom.org/feed/,Tier 3 Policy/Legal — retained for resilient pipeline (RSS/official complements API)
leg_r0103,Wall Street Journal Tech,trade_publication,tier3,80.0,True,rss,https://feeds.a.dj.com/rss/RSSWSJD.xml,Tier 3 Policy/Legal — retained for resilient pipeline (RSS/official complements API)
leg_r0101,Wired Business,trade_publication,tier3,80.0,True,rss,https://www.wired.com/feed/category/business/latest/rss,Tier 3 Policy/Legal — retained for resilient pipeline (RSS/official complements API)
leg_r0089,AI Now Institute,technology_publication,tier4,76.0,True,rss,https://ainowinstitute.org/feed/,Tier 4 AI/ML — retained for resilient pipeline (RSS/official complements API)
leg_r0094,AI Policy Weekly,technology_publication,tier4,76.0,True,rss,https://aipolicyweekly.substack.com/feed,Tier 4 AI/ML — retained for resilient pipeline (RSS/official complements API)
leg_r0095,Algorithm Watch,technology_publication,tier4,76.0,True,rss,https://algorithmwatch.org/en/feed/,Tier 4 AI/ML — retained for resilient pipeline (RSS/official complements API)
leg_r0176,APCO International,technology_publication,tier4,74.0,True,rss,https://www.apcointl.org/feed/,Tier 4 Cybersecurity — retained for resilient pipeline (RSS/official complements API)
leg_r0032,Ars Technica,technology_publication,tier4,76.0,True,rss,https://feeds.arstechnica.com/arstechnica/index,Tier 4 Technology — retained for resilient pipeline (RSS/official complements API)
leg_r0179,Broadcast Law Blog,technology_publication,tier4,74.0,True,rss,https://www.broadcastlawblog.com/feed/,Tier 4 Cybersecurity — retained for resilient pipeline (RSS/official complements API)
leg_r0091,Brookings AI,technology_publication,tier4,76.0,True,rss,https://www.brookings.edu/topic/artificial-intelligence/feed/,Tier 4 AI/ML — retained for resilient pipeline (RSS/official complements API)
leg_r0045,CIO,technology_publication,tier4,76.0,True,rss,https://www.cio.com/feed/,Tier 4 Technology — retained for resilient pipeline (RSS/official complements API)
leg_r0173,CISA Alerts,technology_publication,tier4,74.0,True,rss,https://www.cisa.gov/uscert/ncas/alerts.xml,Tier 4 Cybersecurity — retained for resilient pipeline (RSS/official complements API)
leg_r0174,CISA News,technology_publication,tier4,74.0,True,rss,https://www.cisa.gov/news.xml,Tier 4 Cybersecurity — retained for resilient pipeline (RSS/official complements API)
leg_r0038,CNET,technology_publication,tier4,76.0,True,rss,https://www.cnet.com/rss/news/,Tier 4 Technology — retained for resilient pipeline (RSS/official complements API)
leg_r0180,CommLaw Blog,technology_publication,tier4,74.0,True,rss,https://www.commlawblog.com/feed/,Tier 4 Cybersecurity — retained for resilient pipeline (RSS/official complements API)
leg_r0186,Covington Telecom,technology_publication,tier4,74.0,True,rss,https://www.cov.com/en/rss,Tier 4 Cybersecurity — retained for resilient pipeline (RSS/official complements API)
leg_r0070,Cyber Defense Magazine,technology_publication,tier4,74.0,True,rss,https://www.cyberdefensemagazine.com/feed/,Tier 4 Cybersecurity — retained for resilient pipeline (RSS/official complements API)
leg_r0068,Cybersecurity Dive,technology_publication,tier4,74.0,True,rss,https://www.cybersecuritydive.com/feeds/news/,Tier 4 Cybersecurity — retained for resilient pipeline (RSS/official complements API)
leg_r0066,Dark Reading,technology_publication,tier4,74.0,True,rss,https://www.darkreading.com/rss.xml,Tier 4 Cybersecurity — retained for resilient pipeline (RSS/official complements API)
leg_r0041,Digital Trends,technology_publication,tier4,76.0,True,rss,https://www.digitaltrends.com/feed/,Tier 4 Technology — retained for resilient pipeline (RSS/official complements API)
leg_r0187,DOJ Antitrust,technology_publication,tier4,74.0,True,rss,https://www.justice.gov/rss/atr.xml,Tier 4 Cybersecurity — retained for resilient pipeline (RSS/official complements API)
leg_r0036,Engadget,technology_publication,tier4,76.0,True,rss,https://www.engadget.com/rss.xml,Tier 4 Technology — retained for resilient pipeline (RSS/official complements API)
leg_r0044,eWeek,technology_publication,tier4,76.0,True,rss,https://www.eweek.com/rss.xml,Tier 4 Technology — retained for resilient pipeline (RSS/official complements API)
leg_r0181,FierceVideo,technology_publication,tier4,74.0,True,rss,https://www.fiercevideo.com/rss/xml,Tier 4 Cybersecurity — retained for resilient pipeline (RSS/official complements API)
leg_r0093,Future of Life Institute,technology_publication,tier4,76.0,True,rss,https://futureoflife.org/feed/,Tier 4 AI/ML — retained for resilient pipeline (RSS/official complements API)
leg_r0189,Georgetown Law Tech #2,technology_publication,tier4,74.0,True,rss,https://www.georgetownlawtechreview.org/feed/,Tier 4 Cybersecurity — retained for resilient pipeline (RSS/official complements API)
leg_r0037,Gizmodo,technology_publication,tier4,76.0,True,rss,https://gizmodo.com/feed/,Tier 4 Technology — retained for resilient pipeline (RSS/official complements API)
leg_r0096,Government AI,technology_publication,tier4,76.0,True,rss,https://www.govloop.com/topic/artificial-intelligence/feed/,Tier 4 AI/ML — retained for resilient pipeline (RSS/official complements API)
leg_r0182,Inside Radio,technology_publication,tier4,74.0,True,rss,https://www.insideradio.com/feed/,Tier 4 Cybersecurity — retained for resilient pipeline (RSS/official complements API)
leg_r0183,Law360 Telecom,technology_publication,tier4,74.0,True,rss,https://www.law360.com/telecom/rss,Tier 4 Cybersecurity — retained for resilient pipeline (RSS/official complements API)
leg_r0043,Mashable,technology_publication,tier4,76.0,True,rss,https://mashable.com/feeds/rss/all,Tier 4 Technology — retained for resilient pipeline (RSS/official complements API)
leg_r0191,Mediaite,technology_publication,tier4,74.0,True,rss,https://www.mediaite.com/feed/,Tier 4 Cybersecurity — retained for resilient pipeline (RSS/official complements API)
leg_r0177,NENA 911,technology_publication,tier4,74.0,True,rss,https://www.nena.org/feed/,Tier 4 Cybersecurity — retained for resilient pipeline (RSS/official complements API)
leg_r0188,New America OTI,technology_publication,tier4,74.0,True,rss,https://www.newamerica.org/feed/,Tier 4 Cybersecurity — retained for resilient pipeline (RSS/official complements API)
leg_r0192,NY Post Media,technology_publication,tier4,74.0,True,rss,https://nypost.com/media/feed/,Tier 4 Cybersecurity — retained for resilient pipeline (RSS/official complements API)
leg_r0090,Partnership on AI,technology_publication,tier4,76.0,True,rss,https://partnershiponai.org/feed/,Tier 4 AI/ML — retained for resilient pipeline (RSS/official complements API)
leg_r0069,SC Magazine,technology_publication,tier4,74.0,True,rss,https://www.scmagazine.com/feed/,Tier 4 Cybersecurity — retained for resilient pipeline (RSS/official complements API)
leg_r0067,Security Week,technology_publication,tier4,74.0,True,rss,https://www.securityweek.com/feed/,Tier 4 Cybersecurity — retained for resilient pipeline (RSS/official complements API)
leg_r0175,SecurityWeek,technology_publication,tier4,74.0,True,rss,https://feeds.feedburner.com/securityweek,Tier 4 Cybersecurity — retained for resilient pipeline (RSS/official complements API)
leg_r0184,Skadden Telecom Blog,technology_publication,tier4,74.0,True,rss,https://www.skadden.com/insights/rss,Tier 4 Cybersecurity — retained for resilient pipeline (RSS/official complements API)
leg_r0042,Slashdot,technology_publication,tier4,76.0,True,rss,https://rss.slashdot.org/Slashdot/slashdotMain,Tier 4 Technology — retained for resilient pipeline (RSS/official complements API)
leg_r0092,Stanford HAI,technology_publication,tier4,76.0,True,rss,https://hai.stanford.edu/news/rss.xml,Tier 4 AI/ML — retained for resilient pipeline (RSS/official complements API)
leg_r0033,TechCrunch,technology_publication,tier4,76.0,True,rss,https://techcrunch.com/feed/,Tier 4 Technology — retained for resilient pipeline (RSS/official complements API)
leg_r0034,TechDirt,technology_publication,tier4,76.0,True,rss,https://www.techdirt.com/feed/,Tier 4 Technology — retained for resilient pipeline (RSS/official complements API)
leg_r0190,TheGrio Media,technology_publication,tier4,74.0,True,rss,https://thegrio.com/feed/,Tier 4 Cybersecurity — retained for resilient pipeline (RSS/official complements API)
leg_r0178,Urgent Communications,technology_publication,tier4,74.0,True,rss,https://urgentcomm.com/feed/,Tier 4 Cybersecurity — retained for resilient pipeline (RSS/official complements API)
leg_r0040,VentureBeat,technology_publication,tier4,76.0,True,rss,https://venturebeat.com/feed/,Tier 4 Technology — retained for resilient pipeline (RSS/official complements API)
leg_r0088,VentureBeat AI,technology_publication,tier4,76.0,True,rss,https://venturebeat.com/category/ai/feed/,Tier 4 AI/ML — retained for resilient pipeline (RSS/official complements API)
leg_r0193,Washington Examiner Media,technology_publication,tier4,74.0,True,rss,https://www.washingtonexaminer.com/tag/media/rss,Tier 4 Cybersecurity — retained for resilient pipeline (RSS/official complements API)
leg_r0185,Wiley Telecom,technology_publication,tier4,74.0,True,rss,https://www.wileyrein.com/rss/,Tier 4 Cybersecurity — retained for resilient pipeline (RSS/official complements API)
leg_r0035,Wired,technology_publication,tier4,76.0,True,rss,https://www.wired.com/feed/rss,Tier 4 Technology — retained for resilient pipeline (RSS/official complements API)
leg_r0039,ZDNet,technology_publication,tier4,76.0,True,rss,https://www.zdnet.com/news/rss.xml,Tier 4 Technology — retained for resilient pipeline (RSS/official complements API)
leg_r0019,All Access,broadcast,tier5,72.0,True,rss,https://www.allaccess.com/merge/archive/rss.xml,Tier 5 Broadcast/Radio — retained for resilient pipeline (RSS/official complements API)
leg_r0114,Business Wire - Telecom,broadcast,tier5,72.0,True,rss,https://feed.businesswire.com/rss/home/?rss=G1&category=Telecommunications,Tier 5 Broadcast/Radio — retained for resilient pipeline (RSS/official complements API)
leg_r0110,Columbia Journalism Review,broadcast,tier5,72.0,True,rss,https://www.cjr.org/feed,Tier 5 Broadcast/Radio — retained for resilient pipeline (RSS/official complements API)
leg_r0106,Current - Public Media,broadcast,tier5,72.0,True,rss,https://current.org/feed/,Tier 5 Broadcast/Radio — retained for resilient pipeline (RSS/official complements API)
leg_r0022,FCC Data,broadcast,tier5,72.0,True,rss,https://fccdata.org/feed/,Tier 5 Broadcast/Radio — retained for resilient pipeline (RSS/official complements API)
leg_r0115,Globe Newswire - Telecom,broadcast,tier5,72.0,True,rss,https://www.globenewswire.com/RssFeed/industry/9621-Telecommunications,Tier 5 Broadcast/Radio — retained for resilient pipeline (RSS/official complements API)
leg_r0109,Jacobin - Media,broadcast,tier5,72.0,True,rss,https://jacobin.com/feed/,Tier 5 Broadcast/Radio — retained for resilient pipeline (RSS/official complements API)
leg_r0111,Nieman Lab,broadcast,tier5,72.0,True,rss,https://www.niemanlab.org/feed/,Tier 5 Broadcast/Radio — retained for resilient pipeline (RSS/official complements API)
leg_r0112,Poynter,broadcast,tier5,72.0,True,rss,https://www.poynter.org/feed/,Tier 5 Broadcast/Radio — retained for resilient pipeline (RSS/official complements API)
leg_r0113,PR Newswire - Telecom,broadcast,tier5,72.0,True,rss,https://www.prnewswire.com/rss/news-releases-list.rss?tagABCSIC=5700000000,Tier 5 Broadcast/Radio — retained for resilient pipeline (RSS/official complements API)
leg_r0171,Radio - KCUR Kansas City,broadcast,tier5,72.0,True,rss,https://www.kcur.org/feed,Tier 5 Broadcast/Radio — retained for resilient pipeline (RSS/official complements API)
leg_r0166,Radio - WAMU Washington DC,broadcast,tier5,72.0,True,rss,https://wamu.org/feed/news,Tier 5 Broadcast/Radio — retained for resilient pipeline (RSS/official complements API)
leg_r0168,Radio - WBUR Boston,broadcast,tier5,72.0,True,rss,https://www.wbur.org/rss/,Tier 5 Broadcast/Radio — retained for resilient pipeline (RSS/official complements API)
leg_r0169,Radio - WDET Detroit,broadcast,tier5,72.0,True,rss,https://wdet.org/feed/,Tier 5 Broadcast/Radio — retained for resilient pipeline (RSS/official complements API)
leg_r0172,Radio - WFPL Louisville,broadcast,tier5,72.0,True,rss,https://wfpl.org/feed/,Tier 5 Broadcast/Radio — retained for resilient pipeline (RSS/official complements API)
leg_r0167,Radio - WNYC New York,broadcast,tier5,72.0,True,rss,https://www.wnyc.org/feed/,Tier 5 Broadcast/Radio — retained for resilient pipeline (RSS/official complements API)
leg_r0170,Radio - WPLN Nashville,broadcast,tier5,72.0,True,rss,https://wpln.org/feed/,Tier 5 Broadcast/Radio — retained for resilient pipeline (RSS/official complements API)
leg_r0020,Radio Ink,broadcast,tier5,72.0,True,rss,https://radioink.com/feed/,Tier 5 Broadcast/Radio — retained for resilient pipeline (RSS/official complements API)
leg_r0016,Radio World,broadcast,tier5,72.0,True,rss,https://www.radioworld.com/feed/,Tier 5 Broadcast/Radio — retained for resilient pipeline (RSS/official complements API)
